Table Name
evt_Approval
evt_ApprovalForAll
DODO_evt_SellBaseToken
DODO_evt_BuyBaseToken
DODOV1Proxy01_evt_OrderHistory
DODOV1Proxy02_evt_OrderHistory
DODOV1Proxy03_evt_OrderHistory
DODOV1Proxy04_evt_OrderHistory
DODOV2Proxy02_evt_OrderHistory
DVM_evt_DODOSwap
DPP_evt_DODOSwap
DSP_evt_DODOSwap
DODORouteProxy_evt_OrderHistory
DODOFeeRouteProxy_evt_OrderHistory
GPv2AllowListAuthentication_evt_SolverAdded
GPv2AllowListAuthentication_evt_SolverRemoved
GPv2Settlement_evt_Trade
GPv2Settlement_call_settle
GPv2Settlement_evt_Settlement
GPv2Settlement_evt_Interaction
CoWSwapEthFlow_evt_OrderPlacement
CoWSwapEthFlow_call_createOrder
DXswapPair_evt_Swap
DXswapFactory_evt_PairCreated
LooksRareExchange_evt_TakerAsk
LooksRareExchange_evt_TakerBid
LooksRareExchange_evt_RoyaltyPayment
StrategyStandardSaleForFixedPrice_call_viewProtocolFee
StrategyAnyItemFromCollectionForFixedPrice_call_viewProtocolFee
StrategyPrivateSale_call_viewProtocolFee
StrategyStandardSaleForFixedPriceV1B_call_viewProtocolFee
StrategyAnyItemFromCollectionForFixedPriceV1B_call_viewProtocolFee
LooksRareProtocol_evt_TakerAsk
LooksRareProtocol_evt_TakerBid
BlurExchange_evt_OrdersMatched
exchange_v1_call_aggregate
exchange_v2_call_aggregate
exchange_v3_call_aggregate
exchange_v4_call_aggregate
exchange_v5_call_aggregate
exchange_v6_call_aggregate
exchange_v7_call_swap
OneInchExchange_call_swap
AggregationRouterV5_call_swap
AggregationRouterV5_call_unoswap
AggregationRouterV5_call_unoswapToWithPermit
AggregationRouterV5_call_uniswapV3Swap
AggregationRouterV5_call_uniswapV3SwapTo
AggregationRouterV5_call_uniswapV3SwapToWithPermit
AggregationRouterV5_call_clipperSwap
AggregationRouterV5_call_clipperSwapTo
AggregationRouterV5_call_clipperSwapToWithPermit
AggregationRouterV5_call_fillOrderTo
AggregationRouterV5_call_fillOrderToWithPermit
AggregationRouterV5_call_fillOrder
AggregationRouterV5_call_fillOrderRFQ
AggregationRouterV5_call_fillOrderRFQTo
AggregationRouterV5_call_fillOrderRFQToWithPermit
OneInchExchange_evt_Swapped
AggregationRouterV3_evt_Swapped
AggregationRouterV3_call_unoswap
AggregationRouterV3_call_unoswapWithPermit
AggregationRouterV4_call_unoswap
AggregationRouterV4_call_unoswapWithPermit
AggregationRouterV4_call_swap
AggregationRouterV4_call_uniswapV3Swap
AggregationRouterV4_call_uniswapV3SwapTo
AggregationRouterV4_call_uniswapV3SwapToWithPermit
AggregationRouterV4_call_clipperSwap
AggregationRouterV4_call_clipperSwapTo
AggregationRouterV4_call_clipperSwapToWithPermit
AggregationRouterV4_call_fillOrderRFQ
AggregationRouterV4_call_fillOrderRFQTo
AggregationRouterV4_call_fillOrderRFQToWithPermit
AggregationRouterV4_call_unoswap
AggregationRouterV4_call_unoswapWithPermit
OneSplit_call_swap
OneSplit_call_goodSwap
OneSplitAudit_evt_Swapped
LimitOrderProtocol_call_fillOrder
LimitOrderProtocol_call_fillOrderRFQ
LimitOrderProtocol_call_fillOrder
LimitOrderProtocol_call_fillOrderTo
LimitOrderProtocol_call_fillOrderToWithPermit
LimitOrderProtocol_call_fillOrderRFQ
LimitOrderProtocol_call_fillOrderRFQTo
LimitOrderProtocol_call_fillOrderRFQToWithPermit
weth9_evt_deposit
weth9_evt_withdrawal
Keep3r_evt_LiquidityAddition
Keep3r_v2_evt_LiquidityAddition
Keep3r_evt_LiquidityWithdrawal
Keep3r_v2_evt_LiquidityWithdrawal
Keep3r_evt_JobMigrationSuccessful
Keep3r_v2_evt_JobMigrationSuccessful
Keep3r_evt_KeeperWork
Keep3r_v2_evt_KeeperWork
Keep3r_evt_LiquidityCreditsReward
Keep3r_v2_evt_LiquidityCreditsReward
GovernorAlpha_evt_VoteCast
GovernorAlpha_evt_ProposalCreated
GovernorAlpha_evt_ProposalCanceled
GovernorAlpha_evt_ProposalExecuted
GovernorAlpha_evt_ProposalQueued
Masset_evt_Swapped
FeederPool_evt_Swapped
DydxGovernor_evt_VoteEmitted
DydxGovernor_evt_ProposalCreated
DydxGovernor_evt_ProposalCanceled
DydxGovernor_evt_ProposalExecuted
DydxGovernor_evt_ProposalQueued
CErc20Delegator_evt_Borrow
CErc20Delegator_evt_Mint
CErc20Delegator_evt_RepayBorrow
CErc20Delegator_evt_Redeem
CErc20Delegator_evt_LiquidateBorrow
SwapsPair_evt_Swap
Factory_evt_PairCreated
dai_call_burn
dai_call_mint
jug_call_file
spot_call_file
vat_call_fold
vat_call_frob
vat_call_grab
vat_call_move
vat_call_suck
vow_call_fess
vow_call_file
dssvesttransferrable_call_create
dssvesttransferrable_call_yank
dssvesttransferrable_evt_vest
mkr_evt_transfer
LendingPool_evt_ReserveDataUpdated
LendingPool_evt_Deposit
LendingPool_evt_Withdraw
LendingPool_evt_LiquidationCall
LendingPool_evt_Borrow
LendingPool_evt_Repay
DefaultReserveInterestRateStrategy_call_calculateInterestRates
LendingPool_evt_FlashLoan
LendingPool_evt_Deposit
LendingPool_evt_RedeemUnderlying
LendingPool_evt_LiquidationCall
LendingPool_evt_Borrow
LendingPool_evt_Repay
AaveGovernanceV2_evt_VoteEmitted
AaveGovernanceV2_evt_ProposalCreated
AaveGovernanceV2_evt_ProposalCanceled
AaveGovernanceV2_evt_ProposalExecuted
AaveGovernanceV2_evt_ProposalQueued
LendingPool_evt_FlashLoan
Pool_evt_FlashLoan
PancakePair_evt_Swap
PancakeFactory_evt_PairCreated
PancakeSwapMMPool_evt_Swap
PancakeV3Pool_evt_Swap
PancakeV3Factory_evt_PoolCreated
QuotationData_evt_CoverDetailsEvent
GovernorBravoDelegate_evt_VoteCast
GovernorBravoDelegate_evt_ProposalCreated
GovernorBravoDelegate_evt_ProposalCanceled
GovernorBravoDelegate_evt_ProposalExecuted
GovernorBravoDelegate_evt_ProposalQueued
cErc20_evt_Mint
cEther_evt_Mint
cErc20_evt_Redeem
cEther_evt_Redeem
cErc20_evt_Borrow
cEther_evt_Borrow
cErc20_evt_RepayBorrow
cEther_evt_RepayBorrow
cErc20_evt_LiquidateBorrow
cEther_evt_LiquidateBorrow
pool_evt_Swap
factory_evt_PoolCreated
OffersV1_evt_ExchangeExecuted
AsksV1_0_evt_ExchangeExecuted
AsksV1_1_evt_ExchangeExecuted
ReserveAuctionFindersEth_evt_AuctionEnded
AsksPrivateEth_evt_AskFilled
AsksCoreEth_evt_AskFilled
ReserveAuctionCoreEth_evt_AuctionEnded
ReserveAuctionCoreErc20_evt_AuctionEnded
ReserveAuctionFindersErc20_evt_AuctionEnded
ReserveAuctionListingEth_evt_AuctionEnded
ReserveAuctionListingErc20_evt_AuctionEnded
OffersV1_evt_RoyaltyPayout
AsksV1_0_evt_RoyaltyPayout
AsksV1_1_evt_RoyaltyPayout
ReserveAuctionFindersEth_evt_RoyaltyPayout
AsksPrivateEth_evt_RoyaltyPayout
AsksCoreEth_evt_RoyaltyPayout
ReserveAuctionCoreEth_evt_RoyaltyPayout
ReserveAuctionCoreErc20_evt_RoyaltyPayout
ReserveAuctionFindersErc20_evt_RoyaltyPayout
ReserveAuctionListingEth_evt_RoyaltyPayout
ReserveAuctionListingErc20_evt_RoyaltyPayout
Market_evt_BidFinalized
Media_evt_Transfer
AuctionHouse_evt_AuctionEnded
Light_evt_Swap
Light_v0_evt_Swap
swap_evt_Swap
Swap_v3_evt_Swap
AllowedRecipientsRegistry_evt_RecipientAdded
AllowedRecipientsRegistry_evt_RecipientRemoved
LidoOracle_evt_PostTotalShares
steth_evt_FeeSet
steth_evt_FeeDistributionSet
LDO_evt_Transfer
BridgeRouter_evt_Send
BridgeRouter_evt_Receive
market_evt_ReserveAuctionFinalized
market_evt_ReserveAuctionCreated
market_evt_BuyPriceAccepted
market_evt_OfferAccepted
market_evt_PrivateSaleFinalized
market_evt_SellerReferralPaid
BaseRegistrarImplementation_evt_NameRegistered
BaseRegistrarImplementation_evt_NameRenewed
ETHRegistrarController_1_evt_NameRegistered
ETHRegistrarController_2_evt_NameRegistered
ETHRegistrarController_3_evt_NameRegistered
ENSRegistry_evt_NewOwner
ENSRegistryWithFallback_evt_NewOwner
ETHRegistrarController_1_evt_NameRenewed
ETHRegistrarController_2_evt_NameRenewed
ETHRegistrarController_3_evt_NameRenewed
DefaultReverseResolver_call_setName
ReverseRegistrar_v2_call_setName
PublicResolver_call_setName
ReverseRegistrar_v1_call_setName
BaseRegistrarImplementation_call_reclaim
PublicResolver_evt_AddrChanged
PublicResolver_evt_AddressChanged
OldBaseRegistrar_evt_NameRegistered
ENSGovernor_evt_VoteCast
ENSGovernor_evt_ProposalCreated
ENSGovernor_evt_ProposalCanceled
ENSGovernor_evt_ProposalExecuted
ENSGovernor_evt_ProposalQueued
DAOFactory_evt_DeployDAO
ExchangeProxy_evt_LimitOrderFilled
ExchangeProxy_evt_OtcOrderFilled
ExchangeProxy_evt_RfqOrderFilled
ExchangeProxy_evt_LiquidityProviderSwap
ExchangeProxy_evt_ERC721OrderFilled
ExchangeProxy_evt_ERC1155OrderFilled
Exchange2_0_evt_Fill
Exchange2_1_evt_Fill
Exchange_evt_Fill
Vault_evt_FlashLoan
Pair_evt_Flash
InvestmentPoolFactory_call_create
StablePoolFactory_call_create
MetaStablePoolFactory_call_create
LiquidityBootstrappingPoolFactory_call_create
NoProtocolFeeLiquidityBootstrappingPoolFactory_call_create
StablePhantomPoolFactory_call_create
ComposableStablePoolFactory_call_create
AaveLinearPoolFactory_call_create
LiquidityGaugeFactory_evt_GaugeCreated
CappedLiquidityGaugeFactory_evt_GaugeCreated
CappedLiquidityGaugeFactory_call_create
PolygonRootGaugeFactory_evt_PolygonRootGaugeCreated
CappedPolygonRootGaugeFactory_evt_GaugeCreated
CappedPolygonRootGaugeFactory_call_create
ArbitrumRootGaugeFactory_evt_ArbitrumRootGaugeCreated
CappedArbitrumRootGaugeFactory_evt_GaugeCreated
CappedArbitrumRootGaugeFactory_call_create
OptimismRootGaugeFactory_evt_OptimismRootGaugeCreated
CappedOptimismRootGaugeFactory_evt_GaugeCreated
CappedOptimismRootGaugeFactory_call_create
SuperRareMarketAuction_evt_Sold
SuperRare_evt_Sold
SuperRareMarketAuction_evt_AcceptBid
SuperRare_evt_AcceptBid
SuperRareBazaar_evt_AcceptOffer
SuperRareBazaar_evt_AuctionSettled
SuperRareBazaar_evt_Sold
Pair_evt_Swap
Factory_evt_PairCreated
Exchange_evt_TokenPurchase
Factory_evt_NewExchange
Exchange_evt_EthPurchase
Pair_evt_Swap
Factory_evt_PairCreated
Pair_evt_Swap
Factory_evt_PoolCreated
GovernorBravoDelegate_evt_VoteCast
GovernorBravoDelegate_evt_ProposalCreated
GovernorBravoDelegate_evt_ProposalCanceled
GovernorBravoDelegate_evt_ProposalExecuted
GovernorBravoDelegate_evt_ProposalQueued
pool_evt_trade
router_call_tradesinglehop
ArchipelagoMarket_evt_Trade
ArchipelagoMarket_evt_TokenTrade
ArchipelagoMarket_evt_RoyaltyPayment
BancorNetwork_v6_evt_Conversion
BancorNetwork_v7_evt_Conversion
BancorNetwork_v8_evt_Conversion
BancorNetwork_v9_evt_Conversion
BancorNetwork_v10_evt_Conversion
BancorNetwork_evt_TokensTraded
DepositContract_evt_DepositEvent
RollupProcessor_evt_AssetAdded
RollupProcessor_evt_BridgeAdded
LSSVMPairFactory_call_createPairETH
LSSVMPair_general_call_swapNFTsForToken
LSSVMPair_general_call_swapTokenForAnyNFTs
LSSVMPair_general_call_swapTokenForSpecificNFTs
LSSVMPair_general_evt_FeeUpdate
LSSVMPair_general_evt_AssetRecipientChange
LSSVMPairFactory_evt_ProtocolFeeMultiplierUpdate
LSSVMPair_general_evt_DeltaUpdate
LSSVMPair_general_evt_SpotPriceUpdate
Curve_evt_Trade
CryptoPunksMarket_evt_PunkBought
CryptoPunksMarket_evt_PunkBidEntered
CryptoPunksMarket_evt_PunkOffered
CryptoPunksMarket_evt_PunkNoLongerForSale
CryptoPunksMarket_evt_PunkTransfer
CryptoPunksMarket_evt_PunkBidWithdrawn
CryptoPunksMarket_evt_Transfer
CryptoPunksMarket_evt_Assign
ERC721Sale_v2_evt_Buy
ClipperExchangeInterface_evt_Swapped
ClipperCaravelExchange_evt_Swapped
ClipperVerifiedCaravelExchange_evt_Swapped
ClipperApproximateCaravelExchange_evt_Swapped
evt_approvalForAll
evt_approvalforall
evt_approval
Seaport_call_fulfillAvailableAdvancedOrders
Seaport_evt_OrderFulfilled
Seaport_call_fulfillOrder
Seaport_call_fulfillBasicOrder
Seaport_call_matchAdvancedOrders
Seaport_call_fulfillAdvancedOrder
Seaport_call_fulfillAvailableOrders
Seaport_call_matchOrders
Seaport_evt_OrdersMatched
CurveFactory_call_deploy_plain_pool
CurveFactory_call_deploy_metapool
MetaPoolFactory_call_deploy_metapool
CurveFactory_call_deploy_gauge
CurveFactoryV2_evt_CryptoPoolDeployed
CurveFactoryV2_call_deploy_pool
CurveFactory_evt_LiquidityGaugeDeployed
CurveFactoryV2_evt_LiquidityGaugeDeployed
susd_swap_evt_TokenExchange
susd_swap_evt_TokenExchangeUnderlying
susd_evt_TokenExchange
susd_evt_TokenExchangeUnderlying
compound_evt_TokenExchange
compound_v2_evt_TokenExchange
compound_v2_evt_TokenExchangeUnderlying
compound_swap_evt_TokenExchange
compound_swap_evt_TokenExchangeUnderlying
usdt_swap_evt_TokenExchange
usdt_swap_evt_TokenExchangeUnderlying
y_swap_evt_TokenExchange
y_swap_evt_TokenExchangeUnderlying
busd_swap_evt_TokenExchange
busd_swap_evt_TokenExchangeUnderlying
pax_swap_evt_TokenExchange
pax_swap_evt_TokenExchangeUnderlying
ren_swap_evt_TokenExchange
sbtc_swap_evt_TokenExchange
hbtc_swap_evt_TokenExchange
threepool_swap_evt_TokenExchange
steth_swap_evt_TokenExchange
tricrypto_swap_evt_TokenExchange
tricrypto2_swap_evt_TokenExchange
rsr_frax_usdc_pool_evt_TokenExchange
